"region";"address";"aux_address";"latitude";"longitude";"type";"power";"service";"power_kw"
"NDMC";"Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001";"Electric Vehicle Charger, Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001";28.630448;77.225558;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"NDMC";"Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001";"Electric Vehicle Charger, Near NDMC Office, Fire Brigade Lane, Barakhamba, New Delhi- 110001";28.630448;77.225558;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"NDMC";"Talkatora Stadium, President's Estate, New Delhi110004";"Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004";28.625294;77.195234;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"NDMC";"Talkatora Garden, President's Estate, New Delhi110004";"Electric Vehicle Charger, Talkatora Garden, President's Estate, New Delhi110004";28.624836;77.195244;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"c/o SDMCHauz Khas VillageNew Delhi,Delhi - 110016";"Electric Vehicle Charger, c/o SDMCHauz Khas VillageNew Delhi,Delhi - 110016";28.54717;77.200275;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"PVR Priya Vasant  Vihar";"Electric Vehicle Charger, PVR Priya Vasant  Vihar";28.497483;77.082978;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"Meharchand Market, New Delhi";"Electric Vehicle Charger, Meharchand Market, New Delhi";28.588111;77.217556;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"Meharchand Market, New Delhi";"Electric Vehicle Charger, Meharchand Market, New Delhi";28.588111;77.217556;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"RK Puram Sector 12 Market";"Electric Vehicle Charger, RK Puram Sector 12 Market";28.574303;77.176555;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"SDMC";"RK Puram Sector 12 Market";"Electric Vehicle Charger, RK Puram Sector 12 Market";28.574303;77.176555;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"CMRL";"Saidapet Metro station";"Electric Vehicle Charger, Saidapet Metro station";13.02372;80.228209;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"CMRL";"Saidapet Metro station";"Electric Vehicle Charger, Saidapet Metro station";13.02372;80.228209;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"CMRL";"Tirumangalam Metro station, Chennai";"Electric Vehicle Charger, Tirumangalam Metro station, Chennai";12.991845;80.141801;"DC-001";"15 kW";"Self Service";15
"CMRL";"Saidapet Metro station";"Electric Vehicle Charger, Saidapet Metro station";13.02372;80.228209;"DC-001";"15 kW";"Self Service";15
"NDMC";"DLF Building, Sansad Marg, Janpath, Connaught Place, New Delhi 110001.";"Electric Vehicle Charger, DLF Building, Sansad Marg, Janpath, Connaught Place, New Delhi 110001.";28.621239;77.218305;"DC-001";"15 kW";"Self Service";15
"NDMC";"Talkatora Stadium, President's Estate, New Delhi110004";"Electric Vehicle Charger, Talkatora Stadium, President's Estate, New Delhi110004";28.625294;77.195234;"DC-001";"15 kW";"Self Service";15
"NKDA";"ECO Park,Gate No1,West Bengal:700156";"Electric Vehicle Charger, ECO Park,Gate No1,West Bengal:700156";22.583356;88.459342;"AC-001";"10(3.3 kW each)";"Self Service";10
"NKDA";"Shapoorji complex,New Town,kolkata,West Bengal:700135";"Electric Vehicle Charger, Shapoorji complex,New Town,kolkata,West Bengal:700135";22.56918;88.509064;"AC-001";"10(3.3 kW each)";"Self Service";10
"NKDA";"ECO Park,Gate No1,West Bengal:700156";"Electric Vehicle Charger, ECO Park,Gate No1,West Bengal:700156";22.583356;88.459342;"DC-001";"15 kW";"Self Service";15
"NKDA";"Shapoorji complex,New Town,kolkata,West Bengal:700135";"Electric Vehicle Charger, Shapoorji complex,New Town,kolkata,West Bengal:700135";22.56918;88.509064;"DC-001";"15 kW";"Self Service";15
"ANERT";"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014";"Electric Vehicle Charger, State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014";8.491622;76.956247;"CCS/ChADEMO/ Type 2 AC";"142kW";"Self Service";142
"ANERT";"Shanghumukham beach, thiruvananthapuram,Kerala- 605007";"Electric Vehicle Charger, Shanghumukham beach, thiruvananthapuram,Kerala- 605007";8.481052;76.912622;"DC-001";"15 kW";"Self Service";15
"ANERT";"KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031";"Electric Vehicle Charger, KTDC Tourist Reception Centre Shanmugham road, Ernakulam, Marine drive, Kochi Kerala-682031";9.976921;76.277781;"DC-001";"15 kW";"Self Service";15
"ANERT";"State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014";"Electric Vehicle Charger, State Council For Child Welfare, CV Raman Pillai Rd, Near Kerala, Housing Board, Thycaud, Thiruvananthapuram, Kerala 695014";8.491622;76.956247;"DC-001";"15 kW";"Self Service";15
"SDMC";"EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7";"Electric Vehicle Charger, EESL PVR Priya Vasant Vihar, SDMC parking New Delhi, Near Plot 7";28.557662;77.157684;"DC-001";"15 kW";"Self Service";15
